start,end,text_name,new_match,original_match,translation,original,len_translation,len_original,len_diff
936,949,andreas.txt,(936-949),(936-49),"“Arise now swiftly, and consider this counsel at once, blessed child, so that the Bright Father will honor you with glorious gifts, skill and might, for your life’s length. You must go into that citadel, beneath the city-locks, where your brother is. I know Matthew is struck with sword-wounds, your near-kin set about with crafty nets. You must seek him, release that dear one from the hate of the hateful, and all the kindred of men dwelling with him, strangers in guileful chains, bound up in wickedness. Readily there shall be remedy in this world, in the reward of glory— such as I was telling those same men before.","Aris nu hrædlice, ræd ædre ongit, beorn gebledsod, swa þe beorht fæder geweorðað wuldorgifum to widan aldre, cræfte ond mihte. ðu in þa ceastre gong under burglocan, þær þin broðor is. Wat ic Matheus þurh mænra hand hrinen heorudolgum, heafodmagan searonettum beseted. þu hine secan scealt, leofne alysan of laðra hete, ond eal þæt mancynn þe him mid wunige, elþeodigra inwitwrasnum, bealuwe gebundene. Him sceal bot hraðe weorþan in worulde ond in wuldre lean, swa ic him sylfum ær secgende wæs.",109,81,28
822,830,andreas.txt,(822-830),(822-30),"V.  Then the Dispenser of Life ordered his own angels to conduct Andrew over the waves’ tumult, bearing the beloved man in their bosoms across the sea-fastness with mildness over his Father’s sea, until sleep overwhelmed the sea-weary. By the tossing breeze he arrived at the land of Mermedonia, the city that the king of angels had ordained for him. Having delivered him, then they arose, journeying blessed on the upwards way, seeking their homeland.","ða gelædan het lifes brytta ofer yða geþræc englas sine, fæðmum ferigean on fæder wære leofne mid lissum ofer lagufæsten, oððæt sæwerige slæp ofereode. þurh lyftgelac on land becwom to þære ceastre þe him cining engla ða þa aras siðigean, eadige on upweg, eðles neosan.",75,45,30
839,856,andreas.txt,(839-856),(839-56),"Then Andrew awoke, resolute for the fight, and looked upon the plain before the city-gates. Lofty mountains and hillsides towered there, and beyond a hoary stone, tile-faced buildings and towers stood with windy walls. Then that wise man recognized that he had reached the nation of Mermedonia by journey, just as the Father of Mankind himself had commanded him, when he had assigned him this voyage. Then he saw his disciples in the sand, battle-ready warriors, dreaming in sleep. The war-farer at once began to awaken them and spoke by word:  “I can tell you a plain truth, that yesterday upon the stream of the sea, across the oar-weal, a nobleman ferried us. In that ship was the King of Glory, the Wielder of Human Lands. I recognized his word though he had obscured his aspect.”","Onwoc þa wiges heard, (wang sceawode), fore burggeatum. Beorgas steape, hleoðu hlifodon, ymbe harne stan tigelfagan trafu, torras stodon, windige weallas. þa se wisa oncneow þæt he Marmedonia mægðe hæfde siðe gesohte, swa him sylf bebead, þa he him fore gescraf, fæder mancynnes. Geseh he þa on greote gingran sine, beornas beadurofe, biryhte him swefan on slæpe. He sona ongann wigend weccean, ond worde cwæð: ""Ic eow secgan mæg soð orgete, þæt us gystrandæge on geofones stream ofer arwelan æðeling ferede. In þam ceole wæs cyninga wuldor, waldend werðeode. Ic his word oncneow, þeh he his mægwlite bemiðen hæfde.""",136,99,37
857,861,andreas.txt,(857-861),(857-61),"Then these young noblemen answered him with spiritual mysteries as reply: “We shall gladly reveal to you, Andrew, our journey, so that you can wisely understand it in your own soul’s thoughts.","Him þa æðelingas ondsweorodon, geonge gencwidum, gastgerynum: ""We ðe, Andreas, eaðe gecyðað sið userne, þæt ðu sylfa miht ongitan gleawlice gastgehygdum.",32,21,11
862,867,andreas.txt,(862-867),(862-7),"“Sleep overcame us, sea-weary, then over the welling waves came eagles— faring in flight, exultant in feathers, and tore us by the soul from slumber, with joy they ferried us, flying upon the breeze, with joyful noises, bright and gracious.","Us sæwerige slæp ofereode. þa comon earnas ofer yða wylm faran on flyhte, feðerum hremige, us ofslæpendum sawle abrugdon, mid gefean feredon flyhte on lyfte, brehtmum bliðe, beorhte ond liðe.",40,30,10
868,874,andreas.txt,(868-874),(868-74),"“They loved mildly and dwelt in praise— there was song everlasting, heaven coursing— a beautiful gathering of hosts, a glorious press. The angels stood all about their homeland, thanes about their prince, by their thousands— they praised the Lord of Lords with sacred voices on high. Joyous expectation was their pleasure.","Lissum lufodon ond in lofe wunedon, þær wæs singal sang ond swegles gong, wlitig weoroda heap ond wuldres þreat. Utan ymbe æðelne englas stodon, þegnas ymb þeoden, þusendmælum, heredon on hehðo halgan stefne dryhtna dryhten. Dream wæs on hyhte.",51,39,12
875,885a,andreas.txt,(875-885a),(875-85a),"“We recognized there holy high-fathers and no small force of martyrs, singing praises to the Soothfast Victory-Lord, a multitude judgment-ready. There was David among them, the blessed warrior, Jesse’s son, come before Christ, King of Israel. Likewise we saw you all standing before the Son of the Creator, twelve men all told, eternal in your genius, glory-blessed heroes. Holy arch-angels served you, sitting in majesty.","We ðær heahfæderas halige oncneowon ond martyra mægen unlytel, sungon sigedryhtne soðfæstlic lof, dugoð domgeorne. þær wæs Dauid mid, eadig oretta, Essages sunu, for Crist cumen, cining Israhela. Swylce we gesegon for suna meotudes, æðelum ecne, eowic standan, twelfe getealde, tireadige hæleð. Eow þegnodon þrymsittende, halige heahenglas.",65,47,18
885b,891,andreas.txt,(885b-891),(885b-91),"“It will be well for those heroes allowed to brook that bliss. An ecstasy of glory was there, a magnificence of war-faring, a noble beginning— there was there no strife for any of them. Banishment will be ordained and torment revealed for those who should become the enemy of those joys when they go hence: they shall wander in abjection.”","ðam bið hæleða well þe þara blissa brucan moton. þær wæs wuldres wynn, wigendra þrym, æðelic onginn, næs þær ænigum gewinn. þam bið wræcsið witod, wite geopenad, þe þara gefeana sceal fremde weorðan, hean hwearfian, þonne heonon gangaþ.""",60,38,22
892,909,andreas.txt,(892-909),(892-909),"Then was the heart’s understanding of the holy one greatly elated in his breast, after he had heard the story of his disciples, how God wished to esteem them so much over all men—and the shelter of war-farers spoke by word:  “Now I have perceived, Lord God, that you were never far upon the sea-road, Glory of Kings, when I climbed into the ship, though on the wave-voyage I did not know how to recognize you, Prince of Angels, Savior of Souls. Be merciful to me now and be kind—O Measurer Almighty, O Bright King!  “I spoke many a word upon the salt-stream, and afterwards, now I know who ferried me over the floods in a wooden ship, worth-minded. That one is the Spirit of Comfort of Warrior-kind. Help is ready there, mercy among the famous, the power for victory will be given to everyone, those who seek him.”","þa wæs modsefa myclum geblissod haliges on hreðre, syðþan hleoðorcwide gingran gehyrdon, þæt hie god wolde onmunan swa mycles ofer menn ealle, ond þæt word gecwæð wigendra hleo: ""Nu ic, god dryhten, ongiten hæbbe þæt ðu on faroðstræte feor ne wære, cyninga wuldur, þa ic on ceol gestah, ðeh ic on yðfare, engla þeoden, gasta geocend, ongitan ne cuðe. Weorð me nu milde, meotud ælmihtig, bliðe, beorht cyning! Ic on brimstreame spræc worda worn, wat æfter nu hwa me wyrðmyndum on wudubate ferede ofer flodas. þæt is frofre gast hæleða cynne. þær is help gearu, milts æt mærum, manna gehwylcum, sigorsped geseald, þam þe seceð to him.""",149,107,42
910,917,andreas.txt,(910-917),(910-7),"Then, at that same moment, before their eyes, the Prince revealed himself to their view, the King of All That Lives, in the shape of a child. Then he spoke a word, the Chief of Glory: “Hail to you, Andrew, and your blessed band, exulting in spirit! I have held peace for you so that your wicked foes, these grim grief-smiths, can not harm your soul.”","ða him fore eagum onsyne wearð æðeling oðywed in þa ilcan tid, cining cwicera gehwæs, þurh cnihtes had. þa he worde cwæð, wuldres aldor: ""Wes ðu, Andreas, hal, mid þas willgedryht, ferðgefeonde! Ic þe friðe healde, þæt þe ne moton mangeniðlan, grame grynsmiðas, gaste gesceððan.""",66,45,21
918,924,andreas.txt,(918-924),(918-24),"Andrew fell to the ground then, the wise warrior wordfully begging for peace, and asked his cherished lord: “How I deserved it, sinning against your self, Wielder of Men, that I could not recognize one so good, the Savior of Souls, upon the wave-journey, where I spoke about my Measurer— in many more words than I should have.”","Feoll þa to foldan, frioðo wilnode wordum wis hæleð, winedryhten frægn: ""Hu geworhte ic þæt, waldend fira, synnig wið seolfne, sawla nergend, þæt ic þe swa godne ongitan ne meahte on wægfære, þær ic worda gespræc minra for meotude ma þonne ic sceolde?""",58,43,15
831,838,andreas.txt,(831-838),(831-38),"They left the holy one by the war-street, dreaming in peace under the shelter of heaven, waiting blithely near the city-wall, near his hated foes, for a night’s length, until the Lord released the day-candle to shine brightly. The shadows abated, dark under the clouds. Then came the breeze’s blazing, a clear heaven-light, sparkling over the houses.","Leton þone halgan be herestræte swefan on sybbe under swegles hleo, bliðne bidan burhwealle neh, his niðhetum, nihtlangne fyrst, oðþæt dryhten forlet dægcandelle scire scinan. Sceadu sweðerodon, wonn under wolcnum. þa com wederes blæst, hador heofonleoma, ofer hofu blican.",57,39,18
1227b,1238a,andreas.txt,(1227b-1238a),(1227b-38a),"They were little aggrieved about what recompense would come to them after. The malignant enemy ordered him to be led across the land-shares, pulling him along from time to time in such a way as they found most savage. They dragged him, daring-minded and stout-hearted, across hill-scarps and along rocky slopes— even as widely as where the old paths were lying, the work of giants within their cities, streets stone-paved. A tempest of the heathen army was reared up throughout the city’s houses. It was no small commotion.","Lyt sorgodon hwylc him þæt edlean æfter wurde. Heton þa lædan ofer landsceare, ðragmælum teon, torngeniðlan, swa hie hit frecnost findan meahton. Drogon deormodne æfter dunscræfum, ymb stanhleoðo, stærcedferþne, efne swa wide swa wegas to lagon, enta ærgeweorc, innan burgum, stræte stanfage. Storm upp aras æfter ceasterhofum, cirm unlytel hæðnes heriges.",88,51,37
1238b,1252,andreas.txt,(1238b-1252),(1238b-52),"The body of that holy man was sodden with sore wounds, bedewed with blood, his bone-house broken. Blood welled out in waves of hot gore — though he had courage unwavering within him. That noble mind was sundered from sins even though he was to suffer so many pains in deep wound-blows. So he was beaten, triumph-bright, all day long until evening came. Pain soon pervaded the warrior’s breast until the bright sun, heaven-radiant, slid towards its setting. Then the people led their hated adversary to prison. Regardless Andrew was dear to Christ in his mind— the hallowed thought was light about his heart, his purpose strong.","Wæs þæs halgan lic sarbennum soden, swate bestemed, banhus abrocen. Blod yðum weoll, hatan heolfre. Hæfde him on innan ellen untweonde, wæs þæt æðele mod asundrad fram synnum, þeah he sares swa feala deopum dolgslegum dreogan sceolde. Swa wæs ealne dæg oððæt æfen com sigetorht swungen. Sar eft gewod ymb þæs beornes breost, oðþæt beorht gewat sunne swegeltorht to sete glidan. Læddan þa leode laðne gewinnan to carcerne. He wæs Criste swa þeah leof on mode. Him wæs leoht sefa halig heortan neh, hige untyddre.",107,85,22
